label,text,fullname,replies,retweet,likes
IRRELEVANT,"কেউ কি নিউইয়র্ক থেকে ঢাকা যাবেন? অথবা যাওয়ার কোন পরিকল্পনা আছে? আমার খুব ছোট একটা বই(খুবই ছোট।জ্যাকেটের পকেটে করেই নিয়ে যাওয়া সম্ভব। সেবা প্রকাশনীর মতই) ঢাকার এক বন্ধুর জন্যে দিয়ে দিতে চাই। বইটি তাঁর খুব প্রয়োজন। খুবই উপকার হয়। জানালে বাধিত হই।
Alim Azij",Adnan Syed,0,0,0
IRRELEVANT,"এমন কি কেউ আছেন যাহার বয়েস ৫০ বছর হয়েছে কিন্তু কোনো অসুস্থতার কারণে কোনো প্রকার ঔষধ খেতে হয় না?
আমার বিশ্বাস অবশ্যই আছেন, সুস্থ থাকার জন্য তাহার কাছে মতামত চাই।  এতে সকলের উপকার হতে পারে।",Michael Shikder,0,0,0
INFO,মিউট করলে কি কি উপকার হয়!,***ক্ষণিক**♥,1,0,0
SATIRE,"? কি হিংসা হয় ?
? ভালোবাসা যায় না ?
? সহযোগীতার হাত কই ?
? উপকার করা যায় না ?
? কি ক্ষতি করেছি তোমার ?
? কি উপকার করেছি ভাবেছো ?
? ভেবেছেন কি? কে আমি আপনার জীবনে ?
* =আপনে যত প্রশ্ন করেন আমার উত্তর হলো আমি দর্পন আপনার সামনে। — feeling ? at নওগাঁ জেলা  ",prince john,0,0,0
IRRELEVANT,"কবুতরকে রসুন খাওয়ালে কি কি উপকার হয়
What are the benefits of feeding garlic to a pigeon?
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

youtube like  
,,,,,,,,,,,,,,,,,,,,,,

Facebook peg like  
,,,,,,,,,,,,,,,,,,,,,",Faruk Ahamad,0,0,0
IRRELEVANT,হুমম এ অটুট বন্ধন সম্পর্কের মানে যানে নাকি জিগ্গেস কইরো! যে বন্ধুরে বিপদে ফেলে গা ঢাকা দেয় সে তো সয়তান বন্ধু না! আর পরি বো কখনো আমার উপকার না করলেও কখনো ক্ষতি করেনি আর কারো করছে বলেও মনে হয় না। তো তাকে নিয়ে ট্রল করার কি আছে হুমম।,🎷😉রশিক ভ্রমর😉🎷,0,0,0
IRRELEVANT,"কি সাংঘাতিক সাংবাদিক সংবাদ দেয়ার এক বছর তো পার হয়ে গেলো,ক্যান্সার সনাক্তকরণ ৫০০টাকা দিয়ে করার কি অবস্থা একটু আপডেট চাই।আমি আমার মত গরীব যারা তাদের খুব ই উপকার হয় এই উপায় থেকে ক্যান্সার পরীক্ষা করার।  ",palash ahmed polto,0,0,0
IRRELEVANT,"ধর্মের নামে মানুষ হত্যা,, তাতে ধর্মের কি উপকার হয়",unknown,1,0,0
SATIRE,"উত্তম
রাজু আহম্মদ খান
*******************
একদিন স্বর্গ পাবো,
এই লোভে যা কিছু ভালো কাজ করি,
তা কি উত্তম হয়? 
তার চেয়েও উত্তম বটে নিঃস্বার্থ উপকার নয়? 
.
বরং অন্যের জন্যে 
এসো দান করি 
নিজ স্বর্গের প্রাসাদ,
এর...  ",Razu Ahmed khan,0,0,0
IRRELEVANT,"সত্য-মিথ্যা জানি না, যদি কারও উপকার হয়।
বছর দুয়েক আগের ঘটনা। একদিন সকালে ঘুম থেকে
উঠে দেখি আমার ছেলের গোটা মুখ ফুলে উঠেছে এবং সে যন্ত্রনায় খুব কাঁদছে। তখন সকাল ৬টা হবে। ",Pʀɪɴᴄᴇ Jᴜʙᴏʀᴀᴀᴢ,0,0,0
QUERY,পেঁপে পাতার রস প্রতিদিন খেলে কী উপকার হয় আপনি কি জানেন? Papaya Leaf Juice | Fusion Care  ,Fusion Care,0,0,0
SATIRE,"আপনি যাদের অনেক উপকার করবেন বাশ সবার আগে তারাই দেবে,
সেটা বুঝতে মিথ্যে বিপদে পড়ার অভিনয় করে দেখবেন কি খুশি হয় তারা!!",Emon Eheart,0,0,0
SATIRE,"সবারই সাধ হয় ইলিশের জিন পেতে 
যারা নোনা আর স্বাদুতে রয়।
হজমেরও দায় থাকে দেবে কি আর পাতে
সরু কাঁটা বেচে খেতে হয়।

আরও আছে উপকার তাতে চমকাবে জানলে
সারা দিন শুধু বিপরীতে বয়।
সার্কেল থেকে আসে মোহনাতে অনলি ফিউচার বাঁচাতে,
সরু জাল কেটে বেরতে হয়।

#জেনেটিক
#চোখে_আঙ্গুল_দাদা",Shubhasish ghosal,0,0,0
IRRELEVANT,"@Sohag_360 
সোহাগ ভাই একটা প্রশ্ন ছিলো। youtube এ যদি কোন কনটেন্ট Translate করে আপলোড দেয়া হয় সেখান থেকে কনটেন্ট টি কপিরাইট এরিয়ে ফেয়ার ইউস করার কোন উপায় আছে কি? জানালে খুব উপকার হত।",KS Ajay,0,0,0
IRRELEVANT,"ইমাম ভাতা মনে হয় রাজ্য সরকারের বাজেট থেকেই যায়। সাধারণ মুসলিম দের এই গাজর দেখিয়ে ভোট ব্যাংক হিসেবে ব্যবহার করা হয়। শিক্ষার , স্বাস্থের জন্য কি পাচ্ছেন সেটা দেখুন। কত টা আসলেই উপকার করেছে সেটা দেখুন। ওয়াকোফ এর হিসাব দেখেন আপনারা?কোথায় সংখ্যালঘু উন্নয়ণ মন্ত্রকের বাজেট টাকা?",b d p,0,0,0
QUERY,সকালে কাঁচা ছোলা খেলে কি কি উপকার হয় জেনে নিন  ,Gnews71,0,0,0
QUERY,রসুন খেলে কি হয় রসুনে আছে এমন কত গুলো গোপনীয় উপকার!!যে গুলো আপনি কখনো শুনেন নি    via @YouTube,Tahrima akter Mifta,0,0,0
QUERY,"লিভারের সমস্যায় রোগীরা প্রতিদিন কি খাবেন ? লিভার রোগীর ডায়েট বা খাদ্যতালিকা
 ",Bangla Health Tips Live,0,0,1
QUERY,কলা খেলে কি হয়? প্রতিদিন কলা  কেন খাবেন?   via @Sastho Barta,Sazzad Hossain,0,0,1
QUERY,"প্রতিদিন ১ টি এলাচ খেলে কি হয় জানলে প্রতিদিন খাবেন
#এলাচ  ",BD News,0,0,0
REAL,"সুস্থ থাকার ১০ সূত্রঃ
.
১. প্রতিদিন খুব সকালে ঘুম থেকে ওঠে দুই অথবা তিন কি.মি. হাঁটুন । এরপর গোসল করে প্রার্থনা করুন । এতে মনএবং প্রাণ সতেজ থাকবে ।
.
২. সব সময় সোজা হয়ে বসুন ।
",azadmsj,0,0,0
QUERY,"রাতে ১ চিমটি কালোজিরার সাথে ১ টি লবঙ্গ খেলে কি হয়, জানলে প্রতিদিন খাবেন  via @YouTube",CHANDAN KUMAR GHOSH,0,0,0
QUERY,"ডিম ও দুধ একসঙ্গে খেলে কি হয়, জানলে প্রতিদিন খাবেন । Eggs and Milk health Benefits | Nutritious food    ",robijons099,0,0,0
QUERY,কেন খাবেন এলাচ | প্রতিদিন ১ টি এলাচ খেলে কি হয়  ,A.I.Khan,0,0,0
QUERY,প্রতিদিন ব্রকলি খেলে কি হয়? জানলে প্রতিদিন খাবেন !! - Bangla Health Tips | Fusion Care  ,Fusion Care,0,0,0
QUERY,কেন খাবেন লবঙ্গ | প্রতিদিন নিয়মিত লবঙ্গ খেলে কি হতে পারে  ,A.I.Khan,0,0,0
QUERY,কাঁচা পেঁয়াজ নিয়মিত খাবেন কি? প্রতিদিন কিভাবে খেলে কি হয়? জানলে অবাক হবেন  via @YouTube,Samrat Pramanik,0,0,0
FAKE,"পেটে সমস্যা??? ৭-১০ দিন ধরে আটকে আছে?? No problem, প্রতিদিন ২০-২৫ মশা খান ঠিক হয়ে যাবে।
আপনি কি মোটা? স্মৃতি শক্তি দুর্বল? তাহলে রোজ ১০টা মশা চিবিয়ে খাবেন। 
আমেরিকার এক গবেষণা থেকে জানা গেছে নিয়মিত মশা খেলে কখনও রোগ ব্যাধি হয় না  ",kafep karim,0,0,0
QUERY,"রাতে ১ টি মাত্র লবঙ্গ খেলে কি হয়, জানলে প্রতিদিন খাবেন
ভাল লাগলে বেশি বেশি শেয়ার করুন
 ",YTB Media (Mamun Rashid),0,0,0
QUERY,লাল চা খেলে কি হয় জানেন? জানলে প্রতিদিন খাবেন!  ,Gnews71,0,0,0
QUERY,"প্রতিদিন ১ টি করে আপেল খাবেন,রাতে ফল খেল কি হয়,আপেল জুস,প্রতিদিন আপেল খাবেন  via @YouTube",Azizul Hoque,0,0,0
QUERY,নিয়মিত উষ্ণ গরম জল খেলে শরীরে কি ঘটবে জানেন ? জানলে প্রতিদিন খাবেন !   via @YouTube,health tips,0,0,0
QUERY,"তেজপাতার চা খেলে কি হয় জানেন? জানলে, প্রতিদিন খাবেন ! জেনেনিন - Bangla Health Tips | Fusion Care  ",Fusion Care,0,0,0
QUERY,"মধু ও কালোজিরা একসাথে খেলে কি হয়, জানলে প্রতিদিন খাবেন ||   via @YouTube",CHANDAN KUMAR GHOSH,0,0,0
SATIRE,"কথা জমিয়ে রাখতে নেই,
আত্নার ক্যান্সার হয়
",,476,,
IRRELEVANT,"আমার মায়ের স্তন ক্যান্সার হয়েছে।
৩ মাস ধরে চিকিৎসা করতেছি ঢাকায় নিয়ে আসে।
ডাক্তার বলছে অনেক বেশি দেরি হয়ে গেছে এখন আর আমাদের করার কিছু নেই।
আপনারা চাইলে চিকিৎসা করতে পারেন না হয় বাড়ি নিয়ে যেতে পারেন।
তবুও চিকিৎসা চালাচ্ছি।
সবাই দোয়া করবেন দয়া করে আম্মুর জন্য।
মা মা মা",,431,,
FAKE,ক্যান্সার: 'আমার পাকিস্তানি আত্মীয়রা মনে করতো এটা ছোঁয়াচে'  ,,385,,
INFO,রাজ্যের স্বাস্থ্য ক্ষেত্রে উন্নয়নের জন্য মোদী সরকারের উদ্যোগ। পশ্চিমবঙ্গের ক্যান্সার চিকিৎসা কেন্দ্রের উন্নয়নের জন্য মোট ৫৩.৩৯ কোটি টাকা বরাদ্দ করলো কেন্দ্রীয় সরকার।,,378,,
FAKE,বাংলাদেশের ডিটারজেন্টে ক্যান্সার সৃষ্টিকারী উপাদান পাওয়া গেছে এক গবেষণায়  ,,357,,
REAL,সিগারেট খাইলে ক্যান্সার হয়,,,,
SATIRE,"টিভিতে দেখলাম ""সিগারেট খাইলে ক্যান্সার হয়""

তাই আজকে থেকে ছেড়ে দিলাম
 টিভি দেখা",,331,,
INFO,কলকাতা চিত্তরঞ্জন ন্যাশনাল ক্যান্সার ইনস্টিটিউটের আধুনিকীকরণ ও উন্নয়নের জন্য কেন্দ্রীয় সরকারের উদ্যোগ।,,247,,
IRRELEVANT,"""Prime minister relief fund for Cancer Patients "" 
যাদবপুরের সাংসদ মিমি চক্রবর্তীর  উদ্যোগে ও তৎপরতায়  মারণ রোগের মতো মারত্মক  ক্যান্সার রোগে সাহায্যের হাত থাকবে মানুষের পাশে ! শুধু কথাতেই নয় তিনি কাজে ও করে দেখালেন  
জয় মিমি চক্রবর্তীর জয়! 
#WeSupportMimi @mimichakraborty",,199,,
FAKE,"বিজ্ঞানীদের মতে, চিনিযুক্ত পানীয় ক্যান্সার সৃষ্টির অন্যতম কারণ।  কিন্তু কেন - তা জানতে চান?   
#Cancer #Research #SugarRush #drinking",,195,,
REAL,"ক্যান্সার মানুষের
 শরীরের কোষ নষ্ট করে,
আর স্মার্টফোনে ইন্টারনেট
 মানুষের মানসিক কোষ নষ্ট করে!",,176,,
REAL,স্তন ক্যান্সার: অন্ধ পরীক্ষকরা সফলভাবে শনাক্ত করছেন মারণব্যাধি  ,,161,,
REAL,রেনিটিডিনে ক্যান্সার ঝুঁকি: যেসব দেশ ঔষধটি প্রত্যাহার করেছে  ,,155,,
REAL,"খাদ্য হিসেবে যে কোন মাংসের সাথে  লেবু ব্যবহার করুন, যেন আপনার যকৃৎ(Liver) তৈলাক্ত হতে না পারে এবং তা থেকে মুক্তির জন্যে আপনি অগ্রিম ব্যবস্থা নিতে পারেন।
কেননা, চর্বিযুক্ত যকৃৎ (Fatty Liver), লিভার ক্যান্সার (Liver cancer)-এর জন্যে উপযুক্ত ভুমিকা গ্রহণ করে থাকে
তাই, সাবধান। ",,151,,
REAL,"চিকিৎসকরা মনে করেন, প্রাথমিক অবস্থায় সনাক্ত হলে স্তন ক্যান্সার ১০০ ভাগ নিরাময়যোগ্য ...",,147,,
REAL,ক্যান্সার চিকিৎসায় বড় অগ্রগতির খবর গবেষকদের  ,,144,,
IRRELEVANT,"অর্জুন মল্লিক, একজন স্বনামধন্য রেডিও জকি থেকে  একজন লাৰিঙিয়াল ক্যান্সার সারভাইভার | তার এই সংঘর্ষে প্রতি পদে তার সঙ্গী তার স্ত্রী পৃথা মল্লিক | অসম্ভব মনোবল এবং লড়াই ক্ষমতা সম্পন্ন সে |
আগামী ৮ই নভেম্বর “কন্ঠ” মুক্তি পাচ্ছে বাংলাদেশে !
 আপনাদের নিকটবর্তী প্রেক্ষাগৃহে
#Konttho",,142,,
FAKE,"- কোরআন তিলাওয়াত
শুনলে ক্যান্সার কমে

-হযরত মোহাম্মদ (সাঃ)
- সুবহানআল্লাহ।",,140,,
SATIRE,"বল্টু রাতে সিগারেট খাচ্ছে।হঠাৎ পাশের
রুম থেকে মা বলল।
মাঃ ধোঁয়া দেখা যায় কোথায় ও আগুন লাগেনি তো?
বল্টুঃ না কয়েল জ্বালাচ্ছি মা।
মাঃ কয়েলের গন্ধ এরকম কেন?
বল্টুঃ মা এটা নতুন কয়েল।তাই এরকম  গন্ধ।
মাঃ বাবা পল্টু,এরকম কয়েল জ্বালাস না।
মশার ক্যান্সার হতে পারে।",,138,,
QUERY,ক্যান্সার চিকিৎসার সময় যেসব খাবার খাওয়া নিষেধ  ,,137,,
REAL,"#SomoyTv
#LifeStyle
২০৩০ সালের মধ্যে প্রতি পরিবারে একজন ক্যান্সার রোগীর আশঙ্কা  ",,135,,
REAL,"সারা পৃথিবীতে ক্যান্সার একটি বড় সমস্যা, এর উৎপত্তি, বিস্তার এবং নিরাময় নিয়ে চলছে নানা পরীক্ষা নিরীক্ষা। এর মধ্যে এইটি সর্বশেষ উদ্যোগ",,133,,
REAL,"গ্যাসের ঔষধ বেশি খেলে যা হয়;

১। পাকস্থলীতে এসিডের পরিমান কমে যায়,যাতে খাবারের সাথে কোন জীবানু ঢুকলে সহজে খাদ্যনালীতে ইনফেকশন করে।
২। শরীরে আয়রন এর ঘাটতি দেখা দেয়
৩। ভিটামিন বি-১২ এর ঘাটতি দেখা দেয়
৪। কিডনীর সমস্যা হয়
৫। হাড়ের সমস্যা হয়
৬। পাকস্থলীতে ক্যান্সার হতে পারে। ",,131,,
REAL,রেনিটিডিন জাতীয় ঔষধে ক্যান্সার হতে পারে এমন কিছু উপাদান পাওয়া যাওয়ায় বিশ্বের অনেক দেশ ঔষধটি বাজার থেকে তুলে নিচ্ছে।,,121,,
IRRELEVANT,"মিথ্যা, লোভ-লালসা, হিংসা, অহংকার,,
মুসলমানের সবচেয়ে বড় ক্যান্সার।।",,121,,
IRRELEVANT,"তোমাকে নেশা করতে চায় বাস্তবতা
যেনো নেশা কেটে গেলেই তুমিও কেটে যাও
তবে মন চায় তোমাকে মরনব্যাধি ক্যান্সার করতে
যেনো হাজারো কষ্ট হলেও তোমার আমার সম্পর্কচ্ছেদ হয় শুধু মাত্র মৃত্যুতে",,121,,
REAL,দেশের প্রতিটি বিভাগীয় শহরে ক্যান্সার ও কিডনি হাসপাতাল প্রতিষ্ঠা করা হবে: স্বাস্থ্যমন্ত্রী  ,,116,,
REAL,"বাড়ছে নারীর ক্যান্সার, যার মধ্যে স্তন ও জরায়ু আক্রান্তের সংখ্যাই বেশি।

#Cancer
#breastcancer
#Woman",,112,,
REAL,নিঃশ্বাস পরীক্ষা করে ক্যান্সার শনাক্তের পদ্ধতি যেভাবে কাজ করবে  ,,108,,
REAL,এক নাগাড়ে সাঁতার কেটে চারবার ইংলিশ চ্যানেল পাড়ি দিয়েছেন ক্যান্সার থেকে বেঁচে যাওয়া এই নারী  ,,107,,
REAL,ক্যান্সার চিকিৎসায় সামনের দিনের সবচেয়ে সম্ভাবনাময় কয়েকটি উদ্ভাবন সম্পর্কে জেনে নিই,,101,,
IRRELEVANT,"মা আমার জানেনা মায়ের 
মরনব্যাধী ক্যান্সার হয়েছে।
বাড়িতে ছোট ভাইকে ফোন দিয়ে বলে।
আব্বু তুমি কাপড় চোপড় ধুইতে না পারলে রেখে দিও আমি বাড়ি ফিরে ধুয়ে দিব।
 তখন আমার কেমন লাগে তখন,
পৃথিবীর কাউকে বুঝাতে পারবো না।
 জানি না মা আমার বাড়ি ফিরে ভাইয়ের কাপড়গুলো ধুয়ে দিতে পারবে কিনা",,98,,
IRRELEVANT,"খুব ইচ্ছে ছিলো ঢাবিতে জেনেটিক ইঞ্জিনিয়ারিং নিয়ে পড়বো।শুধুমাত্র এই ক্যান্সার নিয়ে গবেষণা করার জন্যে।কিন্তু সেটা আর হলো কই? 
তবে হাল ছাড়িনি। মালিকের ইচ্ছা থাকলে ভবিষ্যতে আশা আছে আমি আমার পরিকল্পনা পূরণ করতে পারবো।
ক্যান্সার নিয়ে ভালো একটা আইডিয়া আছে,শুধু সুযোগ টার-ই অভাব। ",,97,,
IRRELEVANT,"“ভালবাসা হল ক্যান্সারের চেয়েও মারাত্মক অসুখ। ক্যান্সার হয়,লোক মারা যায়। ভালবাসা না মরে সারা জীবন খুঁচিয়ে খুঁচিয়ে রক্ত বার করে যায়।”

_____সমরেশ মজুমদার ",,93,,
IRRELEVANT,ক্যান্সার আক্রান্ত হলে অনেকে হাল ছেড়ে দেন। আবার অনেকে প্রতিজ্ঞা করেন লড়াই চালিয়ে যাওয়ার - সাবরিনা সুলতানা চৌধুরী তাদেরই একজন।,,92,,
FAKE,"সকালে গরম চা তে চুমুক মানেই গলায় ক্যান্সার, চাঞ্চল্যকর তথ্য দিলো নতুন গবেষণা  ",,92,,
INFO,"ঢাকার মহাখালীতে একজন বাবার জন্য B+ রক্ত প্রয়োজন। না দিতে পারলেও রিটুইট করুন।

ক্যান্সার আক্রান্ত রোগীর জন্য আগামীকাল [09-04-2019] ১ ব্যাগ #বি_পজেটিভ রক্ত দরকার।

স্থানঃ ন্যাশনাল ক্যান্সার ইন্সটিটিউশন [বেড-৪৮, ৬ষ্ট তালা]।
ফোনঃ 01639669019 (রোগীর আত্মীয়)",,91,,
IRRELEVANT,"- কতটুকু ভালোবাসো???
- একজন চতুর্থ স্টেজের ক্যান্সার রোগী তার শেষ সময়টুকু যতটা ভালোবাসে....
- ঠিক ততোটুকু ভালোবাসি.....





#Future_Life_Partner_",,85,,
INFO,"জরুরি B+ রক্তের প্রয়োজন।
স্থানঃ পিজি হাসপাতাল।
শাহবাগ, ঢাকা
সমস্যাঃ ব্লাড ক্যান্সার
কোন ডোনার থাকলে রিপ্লাই করুন..... ",,83,,
REAL,"#Bengal Govt to set up cancer centres in three districts

তিন জেলায় ক্যান্সার চিকিৎসা কেন্দ্র খুলবে রাজ্য সরকার

Read More:  ",,81,,
IRRELEVANT,"""আমাজান পৃথিবীর ফুসফুস হলে সুন্দরবন বাংলাদেশের ফুসফুস""
-হাইকোর্ট
মাননীয় হাইকোর্ট,
সুন্দরবনে কল-কারখানা তৈরীর অনুমতি প্রদান কর আপনারা দেশের ফুসফুসে ক্যান্সার সৃষ্টি করছেন না তো?",,79,,
INFO,"গ্রাম থেকে আসা ক্যান্সারে আক্রান্ত ১০ বছরের বাচ্চা জন্য আজকের মধ্যে এক ব্যাগ এ পজিটিভ রক্তের প্রয়োজন৷ 
স্থানঃ আসহাছিয়া মিশন ক্যান্সার হাসপাতাল,  উত্তরা,  ঢাকা৷ 
রোগি ভর্তি নাই, তাই শুধু মাত্র রক্তের আসবে৷
মোবাইলঃ 01632045486",,79,,
INFO,"ক্যান্সার আক্রান্ত রোগীদের জন্য ১ ফেব্রুয়ারি গুলশান ইয়ুথ ক্লাব মাঠে একটি ফান্ড রেইজিং ক্রিকেট টুর্নামেন্ট এবং ওয়াকাথন আয়োজন করছে রংপুর রাইডার্স, যেখানে আমাদের রাইডার্স বাহিনীর সব প্লেয়াররা থাকবে। এই মহৎ উদ্যোগে আপনাদের উপস্থিতি এবং অংশগ্রহণের অপেক্ষা রইল।
#joyerlorai #BPL19",,78,,
SATIRE,"প্রেম হলো মনের ক্যান্সার,

—ধরা পড়লেও 
চিকিৎসা হয় না..।",,77,,
IRRELEVANT,"মা '
হাজার কষ্টেও কোন দিন বলেনি 
 রান্না করতে পারব না,
আমার কষ্ট হবে ভেবে কোনদিন মাথা,হাত ,পা  টিপে চাইনি,
আজ সেই ""মা"" বলছে মিলন বাবা একটু 
পা গুলো টিপে দাও তো।
আমি বুঝতেছি মায়ের কতটা কষ্ট হচ্ছে,
চোখের জল ধরে রাখতে পারিনা
আর কিবা করতে পারব,
মায়ের যে মরন ব্যাধি ক্যান্সার হয়েছে",,77,,
IRRELEVANT,ক্যান্সার হাসপাতাল নির্মাণ আমার একার পক্ষে সম্ভব নয়: শাওন  ,,77,,
IRRELEVANT,"আমি ঠিক বুঝতে পারছি না । কিছু ভিডিও দেখলাম ওখানে বলা হচ্ছে শেখ হাসিনার নাকি ক্যান্সার হয়েছে,
কথা টা কি সত্য??",,76,,
FAKE,"- কুরআন তিলাওয়াত শুনলে 
ক্যান্সার কমে 

~সুবহানাল্লাহ ",,72,,
INFO,"২ঘন্টার মধ্যে দুই ব্যাগ 0+ রক্তের প্রয়োজন 
রোগীর নামঃ মোঃ জয় 
বয়সঃ ১ বছর ৮ মাস
#সমস্যা ব্লাড ক্যান্সার 
বর্তমানে রোগীর অবস্থান 
ঢাকা, মিরপুর ১
বাংলা কলেজ এর পাশে 
#ডেলটা হাসপাতাল
যোগাযোগঃ 01711-382999 (রোগীর বাবা)
01910167236 (কাকা)
#BDTwitterUser
#BDBloodBank",,69,,
REAL,"ডিপ্রেশন খুবই খারাপ একটা জিনিস।

যদি রোগ হিসেবে ধরা হয়?

তাহলে ক্যান্সার কিংবা হৃদরোগের চেয়েও ভয়াবহ।",,67,,
REAL,এমন অনেক পণ্য আছে যেগুলোর কারণে ক্যান্সার চিকিৎসায় ব্যবহৃত হরমোন থেরাপি এবং কেমোথেরাপির উপর প্রতিবন্ধকতা সৃষ্টি করতে পারে।,,67,,
FAKE,"#দাড়ি রাখলে কী কী হয়
আমরা আজ সেটা সম্পর্কে জানবো:
১.দাড়ি রাখলে ত্বক নষ্ট হয় না,
২.দাড়ি রাখলে ব্রন ওঠে না,
৩.দাড়ি রাখলে মুখের ত্বক(ক্যান্সার) হয় না,
৪.দাড়ি রাখলে যৌনতা বৃদ্ধি পায়,
৫.দাড়ি রাখলে ১০ নারীকে কন্ট্রোল করা যায়, ",,66,,
INFO,"আগে থেকে ক্যান্সার এ আক্রান্ত। 
৫ বছরের বাচ্চা
 বর্তমানে ডেঙ্গু রোগী
এক ব্যাগ বি-পজিটিভ প্লাটিলেট দরকার। 
স্থান: ডেলটা হাসপাতাল মিরপুর
যোগাযোগ: 01767767529",,63,,
INFO,"বিএনপির ভাইস চেয়ারম্যান, ঢাকার সাবেক মেয়র, বীর মুক্তিযোদ্ধা সাদেক হোসেন খোকা ইন্তেকাল করেছেন (ইন্নালিল্লাহি... রাজিউন)। নিউইয়র্কের মেমোরিয়াল স্লোয়েন ক্যাটারিং ক্যান্সার ইনস্টিটিউটে চিকিৎসাধীন সাদেক হোসেন খোকা বাংলাদেশ সময় দুপুর ১.৫০মিনিটে মারা যান। ",,62,,
INFO,"#দুনিয়া নামক এই অতিথি শালায় আমরা সবাই ক্ষনিকের মুসাফির

আব্দুল্লাহ আল জায়েদ (জয়)
গত দুই মাস ব্লাড ক্যান্সার এর সাথে লড়াই করে আজ সকাল( ৬:৪৫)
#না_ফেরার_দেশে চলে গেলো এই সুন্দর ফুট-ফুটে মাসুম শিশুটি
#আল্লাহ আপনি  আপনার এই শিশু মাসুম বাচ্চাকে বেহেশতের সর্বোচ্চ স্থানে রেখো",,57,,
IRRELEVANT,"আমার ক্ষমতা থাকলে আমি আম্মাকে বিয়ে দিয়ে দিতাম। এমন কথা বলার সাহস আমি জীবনেও করিনি। ২০০৪ সালে এস,টি,ডি তে ডকুমেন্টারি কোর্স করি নারী নির্মাতা হওয়ার জন্য, সেখানে একটি ফিল্মের বিষয় মায়ের ব্রেস্ট ক্যান্সার হলে সে...  ",,57,,
QUERY,ব্রেস্ট ক্যান্সার বা স্তন ক্যান্সার: কী লক্ষণ দেখে বোঝা যাবে? কিভাবে সাবধান হবেন?  ,,56,,
FAKE,সাদা রঙের হাঙ্গরের বৃহদাকার এই প্রজাতিটি হয়তো ক্যান্সার এবং বয়স জনিত রোগ নিরাময়ের গোপন রহস্য ধারণ করে রেখেছে,,56,,
FAKE,"বেশি করে ঢ্যাঁড়শ খান, ক্যান্সার থেকে বাঁচুন  ",,55,,
IRRELEVANT,"একলোক গতকালকে ফেইসবুকে স্ট্যাটাস দিছে,

তোমরা সিগারেট খেয়ো না, সিগারেট খাইলে ক্যান্সার হয়।

আজকে দেখি লোকটা গাছের হেলান দিয়ে সুখটান মারতেছে
তারে বললাম ভাই গতকালকে ফেইসবুকে কি নিয়ে জানি স্ট্যাটাস দিয়েছিলেন?

সে বলে দুপুরে ভাত কি দিয়ে খাইছি মনে নাই আর তুমি কালকের কথা জিগাও।",,54,,
REAL,"ক্যান্সার প্রতিরোধ করেঃ

অবাক হলেও সত্য যে, খেজুর ক্যান্সার প্রতিরোধ করে। গবেষনায় দেখা গেছে যে, খেজুর পেটের ক্যান্সার প্রতিরোধ করে। আর যারা নিয়মিত খেজুর খান তাদের বেলায় ক্যান্সারের ঝুঁকিটা কমে যায় অনেকখানি। ",,54,,
IRRELEVANT,"আসলে সেদিন টাকাটা আমি #চুরি করেছিলাম। বড়ভাইয়ের ক্যান্সার ধরা পড়েছে। তার মাঝে #মৃত্যু ভয় ঢুকে গেছে।
আমি বড়ভাইয়ের দিকে তাকিয়ে শুধু মুচকি একটা হাসি দিলাম... ",,53,,
IRRELEVANT,সাবরিনা সুলতানা চৌধুরীর ক্যান্সার যুদ্ধের গল্প: 'দ্বিগুণ মনোবল নিয়ে লড়াই করতে হবে'  ,,53,,
SATIRE,"ক্যান্সার নয়, এইডস নয়। বাঙালির দুরারোগ্যে অসুখের নাম হিংসা।

-এন্টি কোয়ার্ক",,53,,
REAL,"সতর্ক —
বাংলাদেশে শতকরা প্রায় ৬০% নারী ব্রেস্ট টিউমারে আক্রান্ত।সঠিক সময়ে চিকিৎসার অভাব ও অবহেলায় তা ক্যান্সার পরিনত হয়ে মৃত্যু মুখে পতিত হয়।

সামাজিক ভাবে কুসংস্কার এবং সংকোচ বা লজ্জায় অনেকেই রোগটি গোপন রাখতে পছন্দ করেন যা বিপদ ডেকে আনে-
""লজ্জা নয় জানাতে হবে,জানতে হবে""",,52,,
REAL,স্টেরয়েড বা হরমোন প্রয়োগ করে মোটা করা গরুর মাংস খেলে 'কিডনি জটিলতা ও ক্যান্সার হওয়ার আশঙ্কা রয়েছে',,51,,
REAL,ক্যান্সার নিয়ে যে সুখবর আসছে আগামী দিনগুলোয় #WorldHealthDay #HealthForAll_ByAll ,,51,,
IRRELEVANT,"জীবনের সবচেয়ে বড় শকড খাইলাম,  এবার যখন তারে দেখলাম,  আর জানলাম তার ক্যান্সার 
ক্যান্সার একটা মানুষকে কতটা অসহায় করে দেয়,, 
#চকো_ফ্যাক্ট 
#নেপালী",,50,,
